,date,text,condition
103994,"2019,10,4","Farmers outfit Shetkari Sanghatana on Thursday said it will stop auction of onions if the ban on exports of the bulb is not lifted by October 7.AdvertisingThe central government had banned exports of onions last week in a bid to bring down prices of the bulb. This move was preceded by increased Minimum Export Price and introduction of stock limits on onions. A dip in production in the major onion growing states, Maharashtra and Karnataka, is said to be the cause of the price hike. In a press release, Anil Dhanwat, president of the Sanghatana, said the measures taken by the government have caused the wholesale rates of onion to crash from Rs 50 per kg to Rs 25 per kg.Since Maharashtra has prescribed a stock limit of 500 quintal for wholesale traders while the Uttar Pradesh government has prescribed a stock limit of 100 quintal, trucks sent from Maharashtra are impounded in Uttar Pradesh for no fault of theirs, the press release stated.,2019,10,4",True
104080,"2019,10,4","indiaUpdated: Oct 04, 2019 07:08 ISTMajor automobile makers have reported double digit declines in domestic passenger vehicle sales but this hasnt stopped onion farmers in a Maharashtra tehsil from buying as many as 250 tractors in a single day.The purchase happened on the first day of Navratri, despite the onset of the festive season failing to lift the ongoing slump in the auto industry.Some farmers in Kalwan taluka of Nashik district earned so much by selling onions that they purchased as many as 250 tractors on September 29, a tractor buyer said.Onion prices which ranged between Rs 100 to Rs 500 per quintal in the last five years shot in the range of Rs 2,000- Rs 4,000 for around two months this year. This earned rich dividends for farmers in tribal Kalwan taluka, a major onion growing region in the district.In addition to the 250 tractors, 21 cars and around 400-500 two-wheelers were also sold on the same day, an automobile dealer said. It resulted in transaction of Rs 30 crore in a single day, and around 70 per cent of this purchase was in cash.As the number of vehicles purchased was large, senior officials of some automobile companies reached Kalwan and the vehicles were handed over to the farmers in a ceremony.Turbans were tied to the farmers by the officials and a procession of these customers was also taken out.First Published: Oct 04, 2019 07:07 IST,2019,10,4",True
104427,"2019,10,5","Food and Civil Supplies Minister Imran Hussain on Friday ordered a crackdown on hoarding and black marketing of onions after reviewing the status of onion distribution at subsidised rates.The public is showing interest in purchasing onions through Fair Price Shops (FPS) and mobile vans. We need to ensure that wholesalers and middlemen do not take advantage of the current price situation. We will watch market activities to check hoarding, black marketing, profiteering etc., he said.The Minister directed enforcement teams to make regular field inspections and asked officials to ensure adequate supply of onions to all 390 FPS, and mobile vans.,2019,10,5",True
104623,"2019,10,5","By Express News ServiceJEYPORE: Onion prices have brought tears to the eyes of not just consumers but also meat and fish vendors in Koraput district.Although the festive days have started with Durga Puja, sale of chicken, fish and mutton has gone down drastically.Onions for Koraput district are procured from West Bengal and Raipur and currently, the vegetable is selling at `60 per kg in local markets. Vendors attribute the price rise to low inflow of onions to Koraput markets in the last one month.Demand for non-vegetarian items are usually high during festive days and last year, the demand was 50 per cent more than normal days. However, this time people are reluctant to buy meat and fish due to price rise of onions. Almost all non-vegetarian preparations require onions. While a kg of fish is available for `120, onions are selling at `60. So instead of one kg of fish, I am purchasing only half kg, said Anil Patnaik, a local.Vendors are worried about the low sale as business is going to further decline during the month of Kartika.,2019,10,5",True
106082,"2019,10,11","By IANSAMROHA (Uttar Pradesh): Onions make people cry but, sometimes, they also cause fist-fights. One such incident took place in a village in Amroha district.Two women in the Uttar Pradesh village got into an argument which later snowballed into a full-fledged fight after one rebuked the other for her financial condition and inability to buy onions.As more women joined in, the brawl turned violent and five women had to be admitted to a hospital with injuries.It all began on Wednesday morning when Neha was arguing over the price of onion from a hawker in Kalakheri village. Her neighbour, Deepti, told the hawker that Neha could not afford to buy onions and asked him not to waste his time on her.Neha hurled abuses at Deepti and the argument became violent within no time as the families of the warring women joined in.Neha, Deepti and three other women from both the families were injured and taken to a hospital by the police later.Six persons from both the sides were booked for the brawl. All the accused were produced in a local court, who got bail on Thursday.The prices of onion have risen appreciably in recent days and most people are unable to buy onions which are an important part of the Indian diet.,2019,10,11",True
107719,"2019,10,18","NCP chief Sharad PawarNASHIK: NCP chief Sharad Pawar has blamed the Centre for the onion farmers plight in Maharashtra.Onion growers are unable to get the right price for their produce because of the Union governments interference. Whenever the onion farmers start fetching good prices, the Centre imposes restrictions to bring down the wholesale rates, said Pawar while addressing rallies in Baglan, Pimplegaon and Nandgaon in Nashik district on Thursday.The NCP chief targeted the NDA government on the onion price issue as onion growers are spread across many constituencies in rural Nashik, and they could affect electoral destinies.Pawar recalled that when he was the Union agriculture minister in the UPA government, he had ensured that all restrictions imposed on onions were rolled back so that the farmers could benefit.He pointed out that the Centre had stepped in to save the PSU banks that incurred losses of Rs 80,000 crore  because some big businessmen had defaulted on their dues. But the Centre is not helping the farmers who are unable to repay bank loans. This government is anti-farmer, the NCP chief added.Criticising the BJP government for its decision of promote tourism in forts, Pawar said: The forts are steeped in the history of Chhatrapati Shivaji. Promoting tourism will bring hotels, restaurants and bars, and make forts liquor dens.He added that the BJP government is raising the Article 370 issue to divert attention from core problems. Pawar also accused the BJP government of abusing power to silence the opposition. The BJP government raided Congress headquarters in Delhi. It also tried to have an ED enquiry against me. But this government got frightened when I decided to go to ED office on my own, he said. Pawar also talked about the agitation by the HAL workers.,2019,10,18",True
107752,"2019,10,18","Delhi Food and Supplies Minister Imran Hussain on Thursday wrote to the Central government for 10 trucks of onions a day for the next 10 days, so that onions can be made available to people at subsidised rates.Mr. Hussain wrote to the Union Consumer Affairs Minister Ram Vilas Paswan, requesting him to direct NAFED to supply 10 trucks of onions every day for the next 10 days for Delhi, so that onions can be made available timely at affordable rates.Mr. Hussain has stated in the letter that the Delhi government has put in place adequate infrastructure for the sale of onions at 23.90 per kg. However, NAFED has not been able to match the demand of Delhi government for the adequate supply to ensure stabilisation of onion prices in Delhi, an official statement read.The State government had earlier decided to increase the number of mobile vans selling onions from 80 to 400 to cater to the need of each municipal wards in Delhi. The Delhi government has also put in place the adequate infrastructure in terms of vans and manpower for ensuring easy availability of onions in Delhi at the doorstep of people, the statement said.Mr. Hussain also reviewed the supply and sale of onions with Commissioner, Food and Civil Supplies, senior officers of Delhi State Civil Supplies Corporation (DSCSC)and officers from NAFED. During the meeting, the Minister directed DSCSC and NAFED to intensify their efforts so as to ensure that adequate quantities of onions are made available to the residents of Delhi, it read.,2019,10,18",True
107886,"2019,10,18","Representative imageNEW DELHI: Delhi food and supplies minister Imran Hussain on Thursday asked the Centre to supply at least 10 trucks of onion every day to help his government cater to the increased demand of the kitchen staple at controlled price in the capital.In his letter to Union consumer affairs minister Ram Vilas Paswan , Hussain said NAFED has not been able to keep up with the demand and requested the agency supply at least 10 trucks of onions every day for the next 10 days. Sources said Delhi barely gets three trucks of the kitchen staple from the central agency every day.Delhi government gets onion from NAFED at the rate of Rs 15.6 per kilo and sells it through around 250 mobile vans across the city at a subsidised rate of Rs 23.9 per kg. Rates of both the procurement and selling have been fixed by the Centre. The price of onions in the local markets has been keeping in the range of Rs 60-80 per kg for more than a month now due to massive shortage of supply owing to inclement weather in certain states.,2019,10,18",True
107905,"2019,10,18","By Express News ServiceNEW DELHI: Food and Civil Supplies Minister of Delhi Imran Hussain on Thursday wrote to Union Minister Ram Vilas Paswan, requesting him to direct National Agricultural Cooperative Marketing Federation (NAFED) to supply 10 trucks of onions every day for the next 10 days for Delhi, so that onions can be made available at affordable prices.Hussain has said in the letter that Delhi government has put in place adequate infrastructure for the sale of onions at Rs 23.90 per kg, however, NAFED has not been able to match the demand of Delhi government for the adequate supply to ensure stabilisation of onion prices in Delhi.The Minister also reviewed the supply and sale of onions with Commissioner, Food and Civil Supplies (CFS), senior officers of Delhi State Civil Supplies Corporation (DSCSC) and officers from NAFED.During the meeting, the Minister directed the Department, DSCSC and NAFED to intensify their efforts so as to ensure that adequate quantities of onions are made available to the residents of Delhi. He sought regular supplies to DSCSC as per requisition sent to NAFED. NAFED officers assured that all efforts will be made for regular supply of onions.With agency inputs,2019,10,18",True
107914,"2019,10,18","NEW DELHI: The Centre has urged Delhi government to deploy adequate number of its representatives at sources in Maharashtra where onions are loaded on to trucks to ensure that truckloads of the kitchen staple are not rejected when they reach here.It was informed during the meeting that Delhi government has been rejecting some trucks arriving at Delhi despite its officers being present in Maharashtra to check the stock quality before dispatch, an official statement issued by the consumer affairs ministry said after a high-level inter-ministerial committee reviewed the price and availability of onion, tomato and pulses.Sources said the government-owned cooperative, Nafed has stock of about 8 lakh tonnes of onion and Delhi has been the major receiver till now. We will be able to supply the required quantity till the fresh crop arrives, said an official. The arrival of fresh onion stock has begun from Madhya Pradesh and Rajasthan and it is expected that prices will show a downward trend in the coming week especially after Diwali , the ministry said.As far as tomato is concerned, the ministry said there has hardly been any damage to the crop in Andhra Pradesh which is a major producer.Horticulture commissioner has been asked to write to Andhra Pradesh government asking to dispatch the fresh tomatoes immediately for augmenting supplies in major demand centres including Delhi and its suburbs.It directed Mother Dairy to sell tomatoes at Rs 55 per kg or less through its Safal retail outlets across the national capital region (NCR) to provide relief to consumers.The ministry claimed that tomato rates have normalised in most states. The arrivals from Madhya Pradesh have begun which will have an immediate easing impact on prices. The tomato crop in Karnataka has begun arriving in the mandis and this will have an immediate impact on prices especially in the southern region, the government said.Meanwhile, the horticulture commissioner has been asked to consider the proposal to explore the possibility of cultivation of more tomatoes and onions in north India.In case of pulses, the panel decided that the existing stock should be offloaded in the market through Kendriya Bhandar, Safal and NCCF in smaller packs of half and one kgs.,2019,10,18",True
108769,"2019,10,21","Union Minister Mukhtar Abbas Naqvi and BJP MP Vijay Goel on Sunday undertook a cycle yatra at Rajghat to spread awareness on pollution and to protest against the AAP governments decision to enforce the odd-even road rationing scheme in November.For five years, Kejriwal did not do anything to reduce pollution levels in Delhi. Stubble burning only contributes to 10% of pollution. It is the internal causes which need to be addressed to mitigate pollution levels in the Capital, Mr. Goel alleged.AAPs responseReacting to Mr. Goels comments, AAP chief spokesperson Saurabh Bharadwaj said, in a recent 2019 report released by World Economic Forum, out of the top 10 most polluted cities in the world, seven are in India. Interestingly, Delhi does not figure in the list but all other seven cities under the BJP-ruled State governments find place in it.Mr. Vijay Goel should question BJP CM of UP and Haryana for pollution in Gurugram, Faridabad, Noida, Gaziabad and Lucknow.Onion priceMeanwhile, the BJP also accused the Delhi government of conniving with (onion) hoarders.Leader of Opposition in the Delhi Legislative Assembly Vijender Gupta said: The Centre had proposed to supply onions to Delhi government at the rate of 15.90 per kilogram. But Kejriwal government had cancelled the order given by it previously. This exposes the double standards of the Kejriwal government... onion is beyond the reach of common man because it is sold at the rate of 60-80 per kg.He said the State unit of the BJP would gherao Chief Ministers residence over the issue next week.,2019,10,21",True
108807,"2019,10,21","While the residents of hilly taluks of Chikkamagaluru are yet to overcome the trauma caused by heavy rains in August, it now appears to have affected the dryland area of the district. Many parts of Kadur and Tarikere taluks received heavy rains on Sunday night, affecting normal life.Vast tracts of areca plantations were inundated, roads been cut off and bridges damaged. Almost all waterbodies in the area are in spate.Connectivity lostA bridge connecting Mugali and Thammatakal was damaged, cutting off connectivity. Another bridge collapsed near Nandipura in Tarikere taluk. Farmers, who were expecting good returns from onion fields, are worried as their crops have been submerged in water. Several houses at A. Rangapura village in Tarikere taluk have been flooded after a tank breached.In Shivamogga, rain water entered more than 50 houses and two houses collapsed. Overflowing water from the Navule tank entered the cricket stadium there. The tanks in Basavanagangur and Saidara Kallahalli villages were breached resulting in flooding of agricultural crop in their command areas. The Bhadra was flowing near danger mark in Bhadravati city.The catchment areas of Linganamakki reservoir also received heavy rains in the past 24 hours owing to which inflow, which was at the rate of 8,755 cusecs on Sunday, enhanced to 9,838 cusecs on Monday.,2019,10,21",True
111725,"2019,10,31","By IANSNEW DELHI: The Central government has directed NAFED to continue supplying pulses and onions from the buffer stock in order to keep the prices under control, an official said.A meeting was held here on Wednesday under the chairmanship of Avinash Kumar Srivastava, Secretary, Ministry of Consumer Affairs, to review the onion and pulses prices, and availability as well as the buffer stock.The representatives of the Ministry of Agriculture said that due to Diwali, the market was closed in Maharashtra due to which the supply of onion was affected for two-three days. However, the supply of onion in Delhi market has resumed and the price is expected to fall further.During the meeting, National Agricultural Cooperative Marketing Federation of India Ltd. (NAFED) was directed to continue supplying onions to sell the vegetable through Safal outlets of Mother Dairy in Delhi.According to the price list of Agriculture Produce Marketing Committee, Azadpur, wholesale price of onion in Delhi on Wednesday was Rs 20-42.50 per kg while the supply of onion in the market was 814.5 tonnes.The Centre has asked NAFED to also supply onions to all other states as well.,2019,10,31",True
111798,"2019,10,31","more-lifestyleUpdated: Oct 31, 2019 14:18 ISTA Bangkok burger joint has become an internet sensation after YouTubers started challenging each other to eat its biggest meal - a near 6kg (13 pound) patty covered in fried onion rings, bacon and mayonnaise.Chris Steaks and Burgers is offering a 10,000 baht ($330) prize for anyone who can finish the mammoth snack in nine minutes - one baht for every calorie.Owner Komdech Kongsuwan, who says it is the countrys biggest burger, dreamed up the contest after three customers managed the feat. New challengers are coming through the door every day.Among them was Pakorn Porncheewangkoon, who failed to finish the burderin time. I will eat a burger at some point (in the future), but not any time soon, he said.The beef version of the 6kg Burger costs 2,500 baht ($82.75) and the pork one 3,500 baht ($115.86).(This story has been published from a wire agency feed without modifications to the text. Only the headline has been changed.)Follow more stories on Facebook and TwitterFirst Published: Oct 31, 2019 14:18 IST,2019,10,31",True
111821,"2019,10,31","Onion and tomato prices continue to remain high in the range of 60-70 per kg in the retail markets of the national capital despite government measures.The two kitchen staples are being sold at up to 70 per kg, depending on the quality and locality, as per trade data.The data, maintained by the Consumer Affairs Ministry, also showed retail price of onion ruling high at 55 per kg and tomato at 53 per kg in the national capital region (NCR).The rates have remained high in the last one month even though the government has boosted supplies in the national capital through the State-owned Mother Dairys Safal outlets, cooperatives Nafed and NCCF.Safal, through its 400-odd outlets, is selling onion at 23.90 per kg and tomato at 55 per kg to provide relief to consumers from rising prices. The onion is being provided from the governments buffer stock.The price rise in these two perishable vegetables was due to supply disruption in the wake of heavy rains and floods in the main growing States like Maharashtra and Karnataka.With arrival of fresh kharif (summer) crop, a senior Consumer Affairs Ministry official said the prices of these two commodities are expected to cool down in the coming days.The supply to northern parts of the country has been affected. The situation should improve in the next 10 days. There will be some moderation in prices, the official said.Prices of onion and tomatoes had started moderating but sudden heavy rains in key growing States put pressure on the supply and retail prices, according to the official.,2019,10,31",True
113240,"2019,11,5","Onions have yet again become the cause of concern for the citizens as the price of the vegetable has crossed the 60 a kg mark across all the rythu bazaars in the city.On Monday, the price touched 63 per kg and most of the onion stalls in the rythu bazaars put up a no stock board.The vendors at the rythu bazaars at Swaraj Maidan and Patamata said the sharp rise in the price of onions could be attributed to the continuous rainfall in Maharashtra.Even though we are ready to buy onions even at 6,000 per quintal from the wholesale markets, there are no stocks available, said S. Ganesh, a wholesale trader.Recently, to counter the rising prices of onions in the city, the Agriculture Marketing Department set up stalls which exclusively sold onions at a subsidised price of 25. However, consumers complained that the stock at the stalls lasted only for a short period of time and no stock boards started appearing.The exclusive counters ran out of onions too soon. While the quality of the vegetable sold at some stalls was substandard, some others sold it at a higher price, said a buyer K. Annapurna.Action against hoardersOfficials suspect that the shortage of onions has been artificially created by hoarders.Krishna Collector A. Md. Imtiaz directed the officials of the Agriculture Marketing Department to keep a check on the supply of onions and conduct raids on hoarders.,2019,11,5",True
113364,"2019,11,11","New Delhi: The Income Tax Department on Monday surveyed onion traders in Maharashtra, Delhi and Madhya Pradesh following reports of alleged hoarding of the commodity amid its skyrocketing prices, officials said.They said I-T sleuths checked account books of some wholesale dealers against physical stocks of the commodity and its delivery to buyers as part of a tax evasion probe.The department is examining the onion stocks as its prices have shot up to about Rs 100 a kg in various markets and there are reports of hoarding, they said.Only business premises of stockists in Maharashtra, Delhi and Madhya Pradesh were surveyed, they said. Some digital evidence and incriminating documents have been found and are being analysed, they added.Get the best of News18 delivered to your inbox - subscribe to News18 Daybreak. Follow News18.com on Twitter, Instagram, Facebook, Telegram, TikTok and on YouTube, and stay in the know with what's happening in the world around you  in real time.,2019,11,11",True
114149,"2019,11,15","Vigilance and enforcement officials are conducting raids in Chittoor district to prevent hoarding of onions by greedy traders.Vigilance and Enforcement SP Rameshaiah told The Hindu on Tuesday that as many as 28 tonnes was seized from five shops in the district headquarters on Monday following detection that the stocks did not have the permit from the Marketing Department. The seized stocks would be handed over to marketing officials, he added.The SP (V&E) made it clear that the price should not exceed 35-40 a kg.The situation will ease once the stocks meant for supply in the district by the government arrive. We are closely monitoring the situation in coordination with marketing officials, Mr. Rameshaiah said.Customer is not the kingMeanwhile, the sub-standard variety was being sold at 50 a kg even in rural areas, and the better grade at  60-70 a kg. The first grade variety was not to be seen anywhere in the markets.Some traders have hoarded the fine variety with an eye of profits in mid-winter when availability of the vegetable comes down.Petty traders were seen moving around many localities selling the scrap variety at  100 per 3 kg, but housewives who thronged the outlets had to return disappointed after being told that they could not pick and choose. Left with no choice, they were making a beeline for the markets to buy the vegetable at a higher price.,2019,11,15",True
114400,"2019,11,16","Sleuths of the vigilance and enforcement wing on Friday seized about 15 tonnes of onions worth about 6 lakh at two separate places in Chittoor district.According to Circle-Inspector (Vigilance and Enforcement) K. Sekhar Reddy, the wholesale dealers of the seized stocks were found to be disposing of the stocks to retailers without paying the cess to the marketing wing, apart from selling the goods at higher prices in the open market.While 10 tonnes of onions was seized at Palamaner, the vigilance squad seized another five tonnes at Puttur, officials said.24x7 surveillanceWe are monitoring the irregularities concerning the onion trade round the clock and surveillance is mounted to tackle hoarding of stocks. We also request public cooperation to locate the godowns involved in hoarding stocks, and information pertaining to selling the goods at exorbitant prices. As of now, the onion price in Chittoor should range between 35 and 40 a kg in the retail market and not more, the official said.,2019,11,16",True
