,Unnamed: 0,articleTitle,articleUrl,publishedDate,sourceName,text
82,82,Food inflation inches up to 11.49 %,http://www.thehindu.com/todays-paper/tp-business/Food-inflation-inches-up-to-11.49/article15458112.ece,2011-02-25,The Hindu,"Halting the two-week declining trend, food inflation inched up yet again, though marginally, to 11.49 per cent for the week ended February 12 from 11.05 per cent in the previous week owing to the continuing surge in the prices of vegetables, milk and protein-based items such as eggs, meat and fish.The U-turn in WPI (wholesale price index) food inflation data, coming as it does just a few days ahead of the Budget on February 28, is an additional cause for concern even as Prime Minister Manmohan Singh expressed confidence in the Lok Sabha that the steps taken by the government would lead to a moderation in prices and overall inflation would eventually decline to 7 per cent by the end of March. Conceding that high food prices has been a matter of concern, Dr. Singh said: I will be the first one to admit that inflation in the last 18 months has become a problem. There were reasons beyond our control. First of all, there was the drought of 2009 and there were natural calamities which affected the production of important products such as vegetables and onions.Planning Commission Deputy Chairman Montek Singh Ahluwalia also maintained that food inflation would ease to single digit by the end of the current fiscal while noting that the country had sufficient stocks of cereals to stem the inch-up in prices. The WPI data revealed that prices of cereals had increased a tad during the week ended February 12 with inflation in cereals at 2.07 per cent and rice at 1.65 per cent on a year-on-year basis. Alongside, however, prices of other edibles continued to soar, with eggs, meat and fish turning dearer by 14.79 per cent and milk costlier by 16.99 per cent.During the week, prices of vegetables surged by 15.89 per cent although potatoes were cheaper by 9.72 per cent. Milk prices also went up by five per cent while mutton turned two per cent dearer.As for fuel items, prices of furnace oil and naphtha rose by two per cent each. Global markets are anticipating a further rise owing to the ongoing political crisis in various countries in West Asia and North Africa. Already crude oil prices have touched a two-year high of $99.10 a barrel at the New York Mercantile Exchange while Brent crude has soared to $120 a barrel."
85,85,"Food inflation declines, govt concerned over cartelisation",http://www.deccanherald.com/content/142672/food-inflation-declines-govt-concerned.html,2011-03-03,Deccan Herald,"Food inflation declines, govt concerned over cartelisationLast updated: 03 March, 2011New Delhi, Mar 3 (PTI) 16:06 ISTDecline in vegetable and cereals prices pulled down food inflation by more than one percentage point to 10.39 per cent for week ended February 19 over the previous week, as a top government functionary called for steps to prevent cartelisation by traders.Food inflation stood at 11.49 per cent in the previous reporting week and 21.62 per cent in the corresponding period a year ago.While a government data released today showed decline in prices of onions, potatoes and pulses, rates of fruit, milk and vegetables as a group continued to remain high.Prices of potatoes declined by 12.66 per cent year-on- year, while pulses fell by 5.02 per cent during the period. Onions and wheat fell by 3.64 per cent and 2.06 per cent respectively.The items that became dearer during the week ended February 19 vis-a-vis the corresponding year-ago period were fruits (16.34 per cent), egg, meat and fish (14.5 per cent), vegetables (14.29 per cent) and milk (11.07 per cent).""The current inflation in food is unacceptably high. We have to work towards bringing this down,"" Chief Economic Advisor Kaushik Basu said.Basu stressed on using the provisions of the competition law to prevent cartelisation by traders to jack up prices of essential food items.""There is a need to invoke anti-competition law,"" he said while calling for measures against cartelisation to bring down the prices.The competition watchdog CCI is already probing the role of traders' cartel in the sudden spike in onion prices in December last year.Experts said though declining prices of certain food items will have a favourable impact on headline inflation in February, yet fuel prices will be something that needs to be watched.""Inflation, not just food inflation, is an immediate challenge the country is facing... We have to see how fuel prices become volatile and how it impacts our import bill,"" ICICI Bank Managing Director Chanda Kochchar said.Inflation declined marginally to 8.23 per cent in January from 8.43 per cent in the previous month, as prices of certain commodities like wheat, pulses and sugar eased.Commenting on the food inflation figures released today, Crisil's chief economist D K Joshi, said ""that was expected. This is an indication of a downward slide in inflation. We could soon see it in single digits."""
86,86,Food inflation eases to 10.39 %,http://www.thehindu.com/todays-paper/tp-business/Food-inflation-eases-to-10.39/article14933844.ece,2011-03-04,The Hindu,"Even as food inflation eased by over one percentage point to 10.39 per cent for the week ended February 19 from 11.49 per cent in the previous week, the decline is much less than desired and a top Finance Ministry official on Thursday pitched for steps to prevent cartelisation by traders to tackle the situation.The WPI (wholesale price index) data on primary articles revealed that although the prices of pulses, onions and potatoes were on a declining trend, fruits, milk and vegetables as a group continued to remain dearer.On an annual basis, while prices of potatoes fell by 12.66 per cent, pulses by 5.02 per cent, onions by 3.64 per cent and wheat by 2.06 per cent during the week, the food items that continued to rule at higher levels were fruits (up 16.34 per cent), egg, meat and fish (14.5 per cent), vegetables (14.29 per cent) and milk (11.07 per cent).Commenting on the prices issue at a post-budget interaction with the Confederation of Indian Industry (CII) here, Chief Economic Advisor Kaushik Basu cautioned against any hasty measures as that would lead to higher interest rates and affect industry at large.The current inflation in food is unacceptably high. We have to work towards bringing this down. But we can't just do that in 2-3 weeks because that would result in interest rates going sky high or lead to closure of factories. It has to be through measures and steps, Dr. Basu said.To tackle the price spiral, Dr. Basu suggested invoking provisions of the competition law to prevent cartelisation by traders. For the Competition Commission of India (CCI), that would mean extending investigations to other food items as the competition watchdog is already probing the role of trade cartel which led to a sudden spurt in onion prices in December 2010."
87,87,Sensex gains on easing food inflation,http://www.thehindu.com/todays-paper/tp-business/Sensex-gains-on-easing-food-inflation/article14933827.ece,2011-03-04,The Hindu,"In a volatile trade, the Bombay Stock Exchange sensitive index, Sensex, ended 43 points higher at 18489.76 on Thursday against 18446.50 on Tuesday on buying in capital goods and auto stocks as global oil prices eased a bit in early trade and food inflation declined, raising hopes that interest rates may not go up sharply in near future.The NSE 50-share Nifty also moved up by 13.90 points to end at 5536.20 against 5522.30.Earlier in the day, crude oil witnessed a sharp slide from over $102.50 a barrel in the U.S. on rumours of a plan to end turmoil in Libya.However, volatility resurfaced as indices reversed direction in the mid-afternoon trade as oil prices again approached $102 a barrel level.Crude oil prices have seen big gains globally, as political turmoil gripped the Middle East and North African regions, spreading from Tunisia to Libya threatening supplies.Meanwhile, food inflation saw a fall of over one percentage point to 10.39 per cent for the week ended February 19, after decline in prices of onions, potatoes and pulses. Capital goods and Auto sectors were the major gainers.Asian stocks edged higher with upbeat U.S. economic data helping to offset worries about oil. European shares rose in the early trade buoyed by positive U.S. economic news, with staffing firm Adecco among the top gainers.Rupee declinesSnapping its three-day long gaining spree, the rupee declined by 9 paise against the dollar on Thursday and closed at 45.04/05 against 44.95/96 on Wednesday.The rupee opened slightly lower at 44.97/98 a dollar and later moved in a narrow range of 44.94 and 45.10 before concluding the day at 45.04/05.  PTI"
88,88,Food inflation eases to 10.39%,http://timesofindia.indiatimes.com//business/india-business/Food-inflation-eases-to-1039/articleshow/7621378.cms,2011-03-04,The Times Of India,"NEW DELHI: Food inflation eased in mid-February thanks to improved supplies of vegetables, onions and pulses, bringing some relief for policymakers battling criticism over high prices. Government data showed that the food price index rose 10.39% in the year to February 19, easing from the previous week's 11.49%. Food inflation had suddenly spurted in early February after displaying signs of moderation. The fuel price index rose 12.56% in the year to February 19, rising from 12.14% in the previous week.But prices of fruits, milk and some vegetables still remained firm. Economists expect moderation in food prices in the weeks ahead but say there are other challenges on the horizon which will keep inflationary expectations high.Finance minister Pranab Mukherjee announced a slew of measures in his Budget for 2011-12 to improve food supplies and raise farm productivity. The government expects overall inflation to ease to 7% by March-end but economists say it would be difficult to keep it within the estimate, given the sharp increase in global commodity and crude prices. Potato prices fell by 12.66% year-on-year, pulses fell by 5.02%, onions by 3.64% and wheat by 2.06%."
91,91,Food inflation dips at 9.52%,http://www.deccanherald.com/content/144676/food-inflation-dips-952.html,2011-03-10,Deccan Herald,"Food inflation dips at 9.52%Last updated: 10 March, 2011New Delhi, March 10, DHNS: 20:29 ISTFood inflation, after a gap of three months, fell to single digit at 9.52 per cent in end February on account of declining prices of potato and pulses.Food inflation fell by 0.87 percentage points from 10.39 per cent in the previous week. It has fallen to a single-digit figure for the first time since the week ended December 4, 2010, when it stood at 9.46 per cent.Food inflation in single digit... It will come down to below 7 per cent by the end of March, Prime Ministers Economic Advisory Council Chairman C Rangarajan said. Asked whether the decline in food inflation would prompt RBI to relax its monetary policy in its next quarterly review later this month, he said the apex bank would have to keep the ongoing building up of inflationary expectation due to rise in global commodity and crude oil price in mind. Headline inflation stood at 8.23 per cent in January and the government has exuded confidence that it will fall to 7 per cent by March-end."
92,92,Food inflation in single digit at 9.52%,http://timesofindia.indiatimes.com//business/india-business/Food-inflation-in-single-digit-at-952/articleshow/7670020.cms,2011-03-10,The Times Of India,"NEW DELHI: After a gap of nearly three months, food inflation fell to a single digit at 9.52 per cent for the week ended February 26 on account of a decline in prices of potatoes, pulses and wheat.Food inflation stood at 10.39 per cent in the previous week. The rate of price rise of food items has fallen to a single-digit figure for the first time since the week ended December 4, 2010, when it was 9.46 per cent.The latest figures are expected to give a breather to the government, which has been under increasing pressure to rein in the inflationary pressure caused by high food and crude oil prices.For the week under review, prices of wheat declined by 1.07 per cent on an annual basis, while pulses rates fell by 3.91 per cent.Prices of potatoes also fell by nearly 9 per cent year-on-year.However, vegetables continued to be expensive and their prices went up by 9.23 per cent on annual basis. In particular, onion prices were up by 3.90 per cent year-on-year.Rice also became dearer by 1.16 per cent year-on-year.Egg, meat and fish became 15.38 per cent costlier.Meanwhile, fruits prices rose by 18.75 per cent and milk by 8.42 per cent on an annual basis.The non-food articles category saw a price rise of 29.85 per cent during the week on an annual basis.Fuel and power also became 9.48 per cent more expensive, while petrol became costlier by 23.14 per cent.High food prices have been one of the major factors behind high overall inflation. Headline inflation in the country stood at 8.23 per cent in January and the government has exuded confidence that it will fall to 7 per cent by March-end."
92,92,Food inflation in single digit at 9.52%,http://timesofindia.indiatimes.com//business/india-business/Food-inflation-in-single-digit-at-952/articleshow/7670020.cms,2011-03-10,The Times Of India,"NEW DELHI: After a gap of nearly three months, food inflation fell to a single digit at 9.52 per cent for the week ended February 26 on account of a decline in prices of potatoes, pulses and wheat.Food inflation stood at 10.39 per cent in the previous week. The rate of price rise of food items has fallen to a single-digit figure for the first time since the week ended December 4, 2010, when it was 9.46 per cent.The latest figures are expected to give a breather to the government, which has been under increasing pressure to rein in the inflationary pressure caused by high food and crude oil prices.For the week under review, prices of wheat declined by 1.07 per cent on an annual basis, while pulses rates fell by 3.91 per cent.Prices of potatoes also fell by nearly 9 per cent year-on-year.However, vegetables continued to be expensive and their prices went up by 9.23 per cent on annual basis. In particular, onion prices were up by 3.90 per cent year-on-year.Rice also became dearer by 1.16 per cent year-on-year.Egg, meat and fish became 15.38 per cent costlier.Meanwhile, fruits prices rose by 18.75 per cent and milk by 8.42 per cent on an annual basis.The non-food articles category saw a price rise of 29.85 per cent during the week on an annual basis.Fuel and power also became 9.48 per cent more expensive, while petrol became costlier by 23.14 per cent.High food prices have been one of the major factors behind high overall inflation. Headline inflation in the country stood at 8.23 per cent in January and the government has exuded confidence that it will fall to 7 per cent by March-end."
94,94,Notice to mobile duo,https://www.telegraphindia.com/1110311/jsp/business/story_13698225.jsp#1,2011-03-11,Telegraph,"Notice to mobile duoNew Delhi, March 10: The government has served a showcause notice to Swan Telecom (now Etisalat DB) asking it to explain why its licences in the Delhi and Mumbai circles should not be cancelled for missing rollout obligations. Telecom secretary R. Chandrasekhar also said the department of telecom had issued a showcause notice to Aditya Birla group firm Idea Cellular for cancellation of 2G licence in Punjab.Food inflationNew Delhi, March 10: Food inflation fell to single digit at 9.52 per cent for the week ended February 26 on account of declining prices of potatoes and pulses, thereby bringing some relief to the government trying to combat rising prices.Refeel stakeCalcutta, March 10: TLG Capital, a UK-based private equity firm that invests in emerging markets, has picked up a 36 per cent stake in city-based Refeel Cartridge Engineering and its sister concern, Club Laptop.Retail FDINew Delhi, March 10: The government is expected to take a decision soon on liberalising foreign direct investment (FDI) in the politically sensitive multi-brand retail sector.Hiring trendNew Delhi, March 10: Hiring activities accelerated in the country in February, driven primarily by the retail sector, according to Monster.com."
95,95,Retail FDI,https://www.telegraphindia.com/1110311/jsp/business/story_13698225.jsp#4,2011-03-11,Telegraph,"Notice to mobile duoNew Delhi, March 10: The government has served a showcause notice to Swan Telecom (now Etisalat DB) asking it to explain why its licences in the Delhi and Mumbai circles should not be cancelled for missing rollout obligations. Telecom secretary R. Chandrasekhar also said the department of telecom had issued a showcause notice to Aditya Birla group firm Idea Cellular for cancellation of 2G licence in Punjab.Food inflationNew Delhi, March 10: Food inflation fell to single digit at 9.52 per cent for the week ended February 26 on account of declining prices of potatoes and pulses, thereby bringing some relief to the government trying to combat rising prices.Refeel stakeCalcutta, March 10: TLG Capital, a UK-based private equity firm that invests in emerging markets, has picked up a 36 per cent stake in city-based Refeel Cartridge Engineering and its sister concern, Club Laptop.Retail FDINew Delhi, March 10: The government is expected to take a decision soon on liberalising foreign direct investment (FDI) in the politically sensitive multi-brand retail sector.Hiring trendNew Delhi, March 10: Hiring activities accelerated in the country in February, driven primarily by the retail sector, according to Monster.com."
96,96,Hiring trend,https://www.telegraphindia.com/1110311/jsp/business/story_13698225.jsp#5,2011-03-11,Telegraph,"Notice to mobile duoNew Delhi, March 10: The government has served a showcause notice to Swan Telecom (now Etisalat DB) asking it to explain why its licences in the Delhi and Mumbai circles should not be cancelled for missing rollout obligations. Telecom secretary R. Chandrasekhar also said the department of telecom had issued a showcause notice to Aditya Birla group firm Idea Cellular for cancellation of 2G licence in Punjab.Food inflationNew Delhi, March 10: Food inflation fell to single digit at 9.52 per cent for the week ended February 26 on account of declining prices of potatoes and pulses, thereby bringing some relief to the government trying to combat rising prices.Refeel stakeCalcutta, March 10: TLG Capital, a UK-based private equity firm that invests in emerging markets, has picked up a 36 per cent stake in city-based Refeel Cartridge Engineering and its sister concern, Club Laptop.Retail FDINew Delhi, March 10: The government is expected to take a decision soon on liberalising foreign direct investment (FDI) in the politically sensitive multi-brand retail sector.Hiring trendNew Delhi, March 10: Hiring activities accelerated in the country in February, driven primarily by the retail sector, according to Monster.com."
97,97,Food inflation,https://www.telegraphindia.com/1110311/jsp/business/story_13698225.jsp#2,2011-03-11,Telegraph,"Notice to mobile duoNew Delhi, March 10: The government has served a showcause notice to Swan Telecom (now Etisalat DB) asking it to explain why its licences in the Delhi and Mumbai circles should not be cancelled for missing rollout obligations. Telecom secretary R. Chandrasekhar also said the department of telecom had issued a showcause notice to Aditya Birla group firm Idea Cellular for cancellation of 2G licence in Punjab.Food inflationNew Delhi, March 10: Food inflation fell to single digit at 9.52 per cent for the week ended February 26 on account of declining prices of potatoes and pulses, thereby bringing some relief to the government trying to combat rising prices.Refeel stakeCalcutta, March 10: TLG Capital, a UK-based private equity firm that invests in emerging markets, has picked up a 36 per cent stake in city-based Refeel Cartridge Engineering and its sister concern, Club Laptop.Retail FDINew Delhi, March 10: The government is expected to take a decision soon on liberalising foreign direct investment (FDI) in the politically sensitive multi-brand retail sector.Hiring trendNew Delhi, March 10: Hiring activities accelerated in the country in February, driven primarily by the retail sector, according to Monster.com."
98,98,Refeel stake,https://www.telegraphindia.com/1110311/jsp/business/story_13698225.jsp#3,2011-03-11,Telegraph,"Notice to mobile duoNew Delhi, March 10: The government has served a showcause notice to Swan Telecom (now Etisalat DB) asking it to explain why its licences in the Delhi and Mumbai circles should not be cancelled for missing rollout obligations. Telecom secretary R. Chandrasekhar also said the department of telecom had issued a showcause notice to Aditya Birla group firm Idea Cellular for cancellation of 2G licence in Punjab.Food inflationNew Delhi, March 10: Food inflation fell to single digit at 9.52 per cent for the week ended February 26 on account of declining prices of potatoes and pulses, thereby bringing some relief to the government trying to combat rising prices.Refeel stakeCalcutta, March 10: TLG Capital, a UK-based private equity firm that invests in emerging markets, has picked up a 36 per cent stake in city-based Refeel Cartridge Engineering and its sister concern, Club Laptop.Retail FDINew Delhi, March 10: The government is expected to take a decision soon on liberalising foreign direct investment (FDI) in the politically sensitive multi-brand retail sector.Hiring trendNew Delhi, March 10: Hiring activities accelerated in the country in February, driven primarily by the retail sector, according to Monster.com."
103,103,Food inflation eases to 9.42 %,http://www.thehindu.com/todays-paper/tp-business/Food-inflation-eases-to-9.42/article14952041.ece,2011-03-18,The Hindu,"Food inflation eased marginally to 9.42 per cent for the week ended March 5 from 9.52 per cent in the previous week owing to a downtrend in prices of potatoes and pulses even as other edibles such as fruits, milk and protein-rich items continued to remain expensive.For the common man, however, there is likely to be hardly any respite from the price spiral.For, even as prices of food articles are expected to moderate over the weeks ahead, there appears to be a shift in inflationary pressure to non-food items such as fuel.For the government also, the focus is shifting from containing food prices to tackling the spike and volatility in international crude oil prices. In fact, stability in oil prices is currently the major concern in terms of economic and fiscal management.According to the WPI (wholesale price index) data, while the marginal moderation in food inflation was owing to a 9 per cent decline in potato prices and 3.05 per cent in pulses on a yearly basis, other items which continued to rule dearer were cereals by 3.88 per cent, rice by 2.75 per cent and wheat by 0.69 per cent, fruits prices by 19.39 per cent, milk by 7.16 per cent and eggs, meat and fish by 13.10 per cent.Alongside, prices of non-food articles went up by 23.03 per cent year-on-year. While fuel and power were costlier by 12.79 per cent, petrol turned more expensive by 23.14 per cent."
101,101,Food inflation down marginally at 9.42 per cent in 1st week of March,http://www.deccanherald.com/content/146494/food-inflation-down-marginally-942.html,2011-03-17,Deccan Herald,"Food inflation down marginally at 9.42 per cent in 1st week of MarchLast updated: 17 March, 2011New Delhi, Mar 17 (PTI) 11:59 ISTFood inflation fell to a three- and-a-half-month low of 9.42 per cent for the week ended March 5 as prices of potato and pulses declined.The drop in inflation, which is still not in comfort zone, is viewed as a breather for the government grappling with high price rise of essential commodities.Food inflation in the previous week was 9.52 per cent. After remaining in double digit for several weeks, food inflation came down to single digit in the last week of February.This is the lowest rate of food price rise for the week ended November 27 last year when it was 8.69 per cent.The food inflation was 20.59 per cent in the comparable period in 2010.During the week under review, prices of potato went down by over 9 per cent year-on-year, while that of pulses fell by 3.05 per cent.The government had earlier exuded confidence that the expected record crop of wheat and pulses will help stabilise the rise in prices of food items. Food inflation remainedin the double digits for most of 2010.However, for the week ended March 5, prices of other food items continued to rise.Cereal prices went up by 3.88 per cent year-on-year, while rice became dearer by 2.75 per cent. Price of wheat also rose marginally by 0.69 per cent on an annual basis.While there has been drop in potato prices, vegetables on a whole became dearer by 8.71 per cent on annual basis. Onion was expensive by 6.65 per cent.During the week under review, fruit prices rose by 19.39 per cent year-on-year. Milk also became dearer by 7.16 per cent.Egg, meat and fish prices went up by 13.10 per cent on an annual basis.Meanwhile, prices of non-food articles went by 23.03 per cent year-on-year. While fuel and power became dearer by 12.79 per cent, petrol became costly by 23.14 per cent.The headline inflation in the country has remained above 8 per cent since February 2010. According to latest data, the overall inflation in February this year was 8.31 per cent.The RBI in its quarterly review today revised upwards the inflation forecast for March-end to 8 per cent from 7 per cent projected earlier."
103,103,Food inflation eases to 9.42 %,http://www.thehindu.com/todays-paper/tp-business/Food-inflation-eases-to-9.42/article14952041.ece,2011-03-18,The Hindu,"Food inflation eased marginally to 9.42 per cent for the week ended March 5 from 9.52 per cent in the previous week owing to a downtrend in prices of potatoes and pulses even as other edibles such as fruits, milk and protein-rich items continued to remain expensive.For the common man, however, there is likely to be hardly any respite from the price spiral.For, even as prices of food articles are expected to moderate over the weeks ahead, there appears to be a shift in inflationary pressure to non-food items such as fuel.For the government also, the focus is shifting from containing food prices to tackling the spike and volatility in international crude oil prices. In fact, stability in oil prices is currently the major concern in terms of economic and fiscal management.According to the WPI (wholesale price index) data, while the marginal moderation in food inflation was owing to a 9 per cent decline in potato prices and 3.05 per cent in pulses on a yearly basis, other items which continued to rule dearer were cereals by 3.88 per cent, rice by 2.75 per cent and wheat by 0.69 per cent, fruits prices by 19.39 per cent, milk by 7.16 per cent and eggs, meat and fish by 13.10 per cent.Alongside, prices of non-food articles went up by 23.03 per cent year-on-year. While fuel and power were costlier by 12.79 per cent, petrol turned more expensive by 23.14 per cent."
109,109,Food inflation in double digits at 10.05% for week ended March 5,http://www.deccanherald.com/content/148390/food-inflation-double-digits-1005.html,2011-03-24,Deccan Herald,"Food inflation in double digits at 10.05% for week ended March 5Last updated: 24 March, 2011New Delhi, Mar 24, (PTI): 11:53 ISTFood inflation crept back into double digits at 10.05 per cent for the week ended March 12, breaking a three-week long downward spiral, as prices of vegetables, fruits and protein-based items increased.Food inflation stood at 9.42 per cent in the previous week. The latest rise marks the first time in a fortnight that food inflation has gone above a single-digit figure. The latest surge in the rate of price rise of food items is likely to increase the worries of the government and the RBI, which have termed inflation control as a big challenge.During the week under review, prices of vegetables went up by 11.20 per cent year-on-year. While potatoes became 2.82 per cent more expensive, onions became dearer by 10.80 per cent on an annual basis. Prices of fruits soared by 23.60 per cent year-on-year, whereas egg, meat and fish became dearer by 13.21 per cent. During the week under review, milk became 6.63 per cent costlier on an annual basis.Cereals were up 4.45 per cent, while rice and wheat became dearer by 2.75 per cent and 2.15 per cent, respectively. Meanwhile, inflation of non-food articles was up by 26.78 per cent year-on-year. Mineral prices were up by 12.35 per cent during the week under review, while petrol became dearer by 23.14 per cent.Headline inflation in the country has remained above 8 per cent since February, 2010. According to latest data, overall inflation in February this year was 8.31 per cent. The RBI in its quarterly review on March 17 revised the March-end inflation forecast upward to 8 per cent from 7 per cent projected earlier.The apex bank has hiked its short-term lending and borrowing rates eight times since March last year to tame the inflationary pressure."
130,130,Food inflation drops to 18-month low of 7.7 per cent,http://www.deccanherald.com/content/160762/food-inflation-drops-18-month.html,2011-05-12,Deccan Herald,"Last updated: 12 May, 2011New Delhi, May 12 (PTI) 12:22 ISTFood inflation dropped to 7.7 per cent for the week ended April 30, the lowest level in 18 months, due to a fall in the price of pulses and vegetables, especially potatoes.The rate of price rise in food items, as calculated on the basis of the wholesale price index (WPI), was 8.53 per cent in the previous week and 21.46 per cent in the comparable period of 2010.The decline in food inflation is seen as a breather for the government, as the rate of price rise has stubbornly remained high despite its fiscal measures and the RBI's monetary tightening steps.During the week under review, prices of pulses declined by over 9 per cent year-on-year, while vegetables became cheaper by 3.64 per cent.The data revealed that potato prices were down by 3.58 per cent on an annual basis.However, inflation in other food articles like cereals and fruits remained high. Cereals became dearer by 4.54 per cent, while fruits prices were up by over 35 per cent on an annual basis.Milk was also costlier by 4.3 per cent in the week ended April 30 compared to the corresponding seven-day period last year. Eggs, meat and fish were also up by 4.62 per cent.The data further showed that inflation in non-food primary articles was 28.62 per cent during the week under review.Fibre prices rose by almost 86 per cent and minerals by 11.95 per cent.Early this month, the RBI had increased borrowing rates by 50 basis points to curb demand and control inflation. The food segment contributes almost 15 per cent in the WPI.Headline or overall inflation stood at 8.98 per cent in March, which is above the government's comfort zone.In the monetary policy, the RBI said that overall inflation is likely remain in the range of 9 per cent during the first half of fiscal 2011-12, but is expected moderate to around 6 per cent by the year end."
134,134,Food inflation rises to 8.55% for week ended May 14,http://timesofindia.indiatimes.com//business/india-business/Food-inflation-rises-to-855-for-week-ended-May-14/articleshow/8583427.cms,2011-05-26,The Times Of India,"NEW DELHI: Food inflation shot up to 8.55% for the week ended May 14, the highest level in four weeks, as prices of fruits, cereals and protein-based items escalated.Food inflation, as measured by the Wholesale Price Index (WPI), was on a declining trajectory for the previous three weeks. The figure for the seven-day period under review was 1.08 percentage points higher than the 7.47% inflation rate recorded in the previous week.During the week ended May 14, cereals became costlier by 5.03% year-on-year and prices of onions were up by 8.32%, official data released here showed.Prices of fruit rose by 32.37%, milk by 5.53% and eggs, meat and fish by 8.26%.Rice also became 2.63% more expensive and potatoes 0.17% costlier on an annual basis.Food inflation remained in double digits for most of 2010, before showing signs of moderation from March, 2011.Prices of vegetables and pulses declined by 1.46% and 9.49%, respectively. Also, wheat became cheaper by 0.30% on an annual basis.On an annual basis, the primary articles category saw an inflation rate of 11.60%.On the other hand, prices of non-food primary articles were up 23.22% during the week under review. Fibres became dearer by almost 61%, while minerals were up 11.78%.The government and Reserve Bank had said that in the months to come, inflationary pressure would be more from core (non-food) items on account of high global prices of commodities, particularly crude."
132,132,Inflation drops marginally to 8.66% in April,http://www.deccanherald.com/content/161731/inflation-drops-marginally-866-april.html,2011-05-16,Deccan Herald,"Inflation drops marginally to 8.66% in AprilLast updated: 16 May, 2011New Delhi, May 16, DHNS: 21:41 ISTBut oil price hike to push it up againEven as the steep hike in petrol price has further worsened the plight of people reeling under rising prices, the overall inflation ironically dropped to 8.66 per cent in April.Despite this marginal decline the headline inflation is likely to shoot up if there is any hike in diesel price, which appears imminent in the face of rising global crude oil prices.As far as statistics is concerned the marginal decline in the headline inflation is due to moderation in prices of certain food items. Besides, the marginal drop in inflation has taken place even as prices of manufactured products and fuel and power have shown upward trend.The impact of recent petrol price hike on inflation will be known only when the inflation data for May will be out. Analysts say the marginal drop in inflation level as noticed in April will be short lived if the government makes an upward revision in retail prices of three other mass consumed products likediesel, domestic cooking gas (LPG) and kerosenein the face of rise in global crude oil prices.Comparatively the overall inflation in April appears to be low when compared with the revised figure in March. The overall inflation, as measured on the basis of the Wholesale Price Index (WPI), now stands revised to 9.04 per cent for March from the original projection of 8.98 per cent.As the government explains the revision was carried out as metal products were not incorporated earlier due to a programming error. Despite marginal decline the overall inflation at less than 9 per cent continues to stand at high level compared to tolerable limit of 5 to 6 per cent prescribed by the Reserve Bank.In fact, the RBI in its monetary policy for 2011-12 has projected that inflationary pressure would continue to sustain for some more months before moderating to around 6 per cent by March, 2012. The Finance Minister Pranab Mukherjee while remaining cautious on movement of inflation in coming months said the April prices had come down both on manufacturing sector and the food sector. This is a good trend and if it continues then perhaps it will be more moderate.Analysis of data shows the prices of primary articles -- food, non-food articles and minerals  went up by 12.05 per cent on an annual basis. While food items shot up by 8.71 per cent, non-food primary articles rose by over 27 per cent.As far as price movement of key vegetables is concerned onion was cheaper by 6.37 per cent on an annual basis while potatoes became less expensive by 0.54 per cent. During April fuel and power prices went up by 13.32 per cent. Keeping the pressure on overall inflation the manufactured goods group index rose by 6.18 per cent on an annual basis. Manufactured items have the highest weight of 64.9 per cent in the WPI."
